,real_date,open_price,high_price,low_price,closing_price,adj_close,volume,range,rng_perct_close
71,2010-10-08,20.43,20.790001,20.389999,20.43,20.43,267800,0.40000200000000063,1.9579148311306933
72,2010-10-11,20.440001000000002,20.700001,20.07,20.24,20.24,171200,0.630001,3.1126531620553366
73,2010-10-12,20.200001,20.280001000000002,20.030001000000002,20.24,20.24,244000,0.25,1.2351778656126484
74,2010-10-13,20.639999,20.85,20.360001,20.540001,20.540001,318200,0.48999900000000096,2.385584109757351
75,2010-10-14,21.0,21.030001000000002,20.4,20.75,20.75,294800,0.6300010000000036,3.036149397590379
76,2010-10-15,20.889999,20.9,20.25,20.540001,20.540001,284700,0.6499999999999986,3.1645568079573057
77,2010-10-18,20.52,20.639999,20.219998999999998,20.23,20.23,162800,0.4200000000000017,2.0761245674740567
78,2010-10-19,20.200001,20.41,20.0,20.049999,20.049999,245200,0.41000000000000014,2.04488788253805
79,2010-10-20,20.16,20.690001000000002,20.040001,20.65,20.65,312500,0.6500000000000021,3.14769975786926
80,2010-10-21,20.610001,20.950001,20.450001,20.75,20.75,417100,0.5,2.4096385542168677
81,2010-10-22,20.68,20.93,20.549999,20.719998999999998,20.719998999999998,161100,0.38000100000000003,1.833981748744293
82,2010-10-25,20.940001000000002,20.98,20.73,20.85,20.85,118500,0.25,1.1990407673860912
83,2010-10-26,20.799999,21.870001000000002,20.51,21.360001,21.360001,660900,1.3600010000000005,6.367045582067156
84,2010-10-27,21.25,21.379998999999998,20.65,21.0,21.0,356500,0.7299989999999994,3.4761857142857115
85,2010-10-28,21.389999,21.5,20.959999,21.190001000000002,21.190001000000002,224200,0.5400010000000002,2.5483764724692564
86,2010-10-29,21.139999,21.85,21.049999,21.84,21.84,280600,0.8000010000000017,3.66300824175825
87,2010-11-01,21.940001000000002,22.75,21.309998999999998,21.41,21.41,455800,1.4400010000000023,6.725833722559563
88,2010-11-02,21.68,21.879998999999998,21.049999,21.25,21.25,322500,0.8299999999999983,3.905882352941169
89,2010-11-03,21.280001000000002,22.5,21.16,21.77,21.77,372600,1.3399999999999999,6.155259531465319
90,2010-11-04,22.6,25.33,22.15,24.9,24.9,1874000,3.1799999999999997,12.771084337349398
91,2010-11-05,24.870001000000002,24.969998999999998,23.719998999999998,24.440001000000002,24.440001000000002,1011000,1.25,5.114566075508752
92,2010-11-08,24.5,25.0,24.030001000000002,24.98,24.98,509500,0.9699989999999978,3.88310248198558
93,2010-11-09,25.0,25.690001000000002,24.049999,24.629998999999998,24.629998999999998,956400,1.6400020000000026,6.658554878544668
94,2010-11-10,24.48,29.969998999999998,24.049999,29.360001,29.360001,3060500,5.919999999999998,20.163487051652343
95,2010-11-11,28.6,29.1,27.33,28.040001,28.040001,1945300,1.7700000000000031,6.312410616533157
96,2010-11-12,28.25,30.5,28.07,29.84,29.84,2729100,2.4299999999999997,8.143431635388739
97,2010-11-15,30.219998999999998,32.939999,30.219998999999998,30.799999,30.799999,2622900,2.7200000000000024,8.831169117895108
98,2010-11-16,31.0,31.4,28.42,29.67,29.67,1347600,2.979999999999997,10.043815301651488
99,2010-11-17,30.200001,30.75,28.610001,29.49,29.49,750000,2.1399989999999995,7.256693794506611
100,2010-11-18,30.67,30.74,28.92,29.889999,29.889999,956100,1.8199999999999967,6.088993177952253
101,2010-11-19,30.16,31.370001000000002,29.700001,30.99,30.99,1150500,1.6700000000000017,5.388835108099393
102,2010-11-22,31.57,33.450001,31.5,33.400002,33.400002,1529700,1.9500010000000003,5.838325997705031
103,2010-11-23,33.290001000000004,35.68,32.189999,34.57,34.57,1577800,3.4900009999999995,10.095461382701764
104,2010-11-24,35.27,35.970001,34.330002,35.470001,35.470001,1425000,1.639999000000003,4.623622649460887
105,2010-11-26,35.599998,36.0,34.75,35.32,35.32,350600,1.25,3.5390713476783695
106,2010-11-29,35.41,35.950001,33.330002,34.330002,34.330002,1145600,2.619999,7.631805555968217
107,2010-11-30,33.740002000000004,35.330002,33.41,35.330002,35.330002,2222600,1.9200020000000038,5.434480303737327
108,2010-12-01,35.869999,36.419998,33.450001,34.349998,34.349998,1299200,2.9699969999999993,8.646279979404946
109,2010-12-02,34.009997999999996,34.299999,31.200001,32.349998,32.349998,2007000,3.0999979999999994,9.582683745451853
110,2010-12-03,32.009997999999996,32.25,30.870001000000002,31.49,31.49,1160100,1.379998999999998,4.3823404255319085
111,2010-12-06,31.35,31.450001,29.559998999999998,30.309998999999998,30.309998999999998,1274400,1.8900020000000026,6.235572624070369
112,2010-12-07,30.49,32.400002,30.049999,31.559998999999998,31.559998999999998,1311300,2.350003000000001,7.446144088914582
113,2010-12-08,32.48,32.490002000000004,31.52,32.369999,32.369999,660000,0.9700020000000045,2.9966080629165432
114,2010-12-09,32.509997999999996,32.720001,31.65,32.049999,32.049999,406000,1.0700010000000049,3.3385367656329876
115,2010-12-10,32.049999,32.919998,31.129998999999998,31.52,31.52,429400,1.7899990000000017,5.678930837563457
116,2010-12-13,31.639999,31.77,30.4,30.549999,30.549999,410400,1.370000000000001,4.484451865284844
117,2010-12-14,30.290001,30.389999,27.76,28.530001000000002,28.530001000000002,1765700,2.629998999999998,9.218362803422256
118,2010-12-15,28.67,29.969998999999998,28.530001000000002,29.6,29.6,742900,1.4399979999999957,4.864858108108093
119,2010-12-16,30.0,30.91,29.65,30.809998999999998,30.809998999999998,790100,1.2600000000000016,4.089581437506705
120,2010-12-17,31.34,31.540001,30.709999,31.360001,31.360001,813000,0.8300020000000004,2.646689966623408
121,2010-12-20,31.639999,32.189999,31.26,31.700001,31.700001,523400,0.9299989999999987,2.933750696096188
122,2010-12-21,31.799999,32.689999,31.709999,32.259997999999996,32.259997999999996,777700,0.9800000000000004,3.0378179192695565
123,2010-12-22,32.25,32.860001000000004,31.700001,32.630001,32.630001,833300,1.1600000000000037,3.5550106173763334
124,2010-12-23,31.26,32.48,29.92,30.09,30.09,1552600,2.559999999999995,8.50780990362245
125,2010-12-27,28.02,28.58,25.059998999999998,25.549999,25.549999,9301900,3.5200010000000006,13.776912476591487
126,2010-12-28,25.85,26.75,25.0,26.41,26.41,4056300,1.75,6.626277925028398
127,2010-12-29,27.030001000000002,28.01,26.5,27.73,27.73,3319200,1.5100000000000016,5.4453660295708675
128,2010-12-30,27.700001,27.9,26.379998999999998,26.5,26.5,2041100,1.5200010000000006,5.735852830188682
129,2010-12-31,26.57,27.25,26.5,26.629998999999998,26.629998999999998,1417900,0.75,2.8163726179636734
130,2011-01-03,26.84,27.0,25.9,26.620001000000002,26.620001000000002,1283000,1.1000000000000014,4.132231249728358
131,2011-01-04,26.66,26.950001,26.02,26.67,26.67,1187400,0.9300010000000007,3.4870678665166883
132,2011-01-05,26.48,26.9,26.190001000000002,26.83,26.83,1446700,0.7099989999999963,2.6462877376071425
133,2011-01-06,26.83,28.0,26.809998999999998,27.879998999999998,27.879998999999998,2061200,1.1900010000000023,4.268296422822692
134,2011-01-07,28.0,28.58,27.9,28.24,28.24,2247900,0.6799999999999997,2.407932011331444
135,2011-01-10,28.17,28.68,28.049999,28.450001,28.450001,1342700,0.630001,2.2144146849063384
136,2011-01-11,28.59,28.709999,26.92,26.959999,26.959999,1710200,1.7899989999999981,6.639462412442961
137,2011-01-12,27.01,27.4,26.52,26.959999,26.959999,964400,0.879999999999999,3.2640950765613868
138,2011-01-13,26.959999,26.969998999999998,26.16,26.219998999999998,26.219998999999998,723600,0.8099989999999977,3.0892411551960692
139,2011-01-14,26.15,26.58,25.610001,25.75,25.75,1192000,0.9699989999999978,3.766986407766982
140,2011-01-18,25.48,25.639999,24.75,25.639999,25.639999,1621700,0.8899989999999995,3.4711350807774974
141,2011-01-19,25.27,25.469998999999998,23.75,24.030001000000002,24.030001000000002,2371500,1.7199989999999978,7.157715057939439
142,2011-01-20,24.030001000000002,24.450001,22.370001000000002,22.620001000000002,22.620001000000002,2279900,2.0799999999999983,9.195401892334125
143,2011-01-21,23.120001000000002,23.59,22.709999,23.040001,23.040001,1217000,0.880001,3.819448618947543
144,2011-01-24,23.530001000000002,24.809998999999998,23.23,24.49,24.49,1645100,1.5799989999999973,6.45160881992649
145,2011-01-25,24.65,24.889999,24.02,24.68,24.68,1271500,0.869999,3.525117504051864
146,2011-01-26,24.709999,24.879998999999998,24.1,24.75,24.75,1079900,0.7799989999999966,3.1515111111110974
147,2011-01-27,24.74,25.08,24.530001000000002,24.92,24.92,895700,0.5499989999999961,2.2070585874799202
148,2011-01-28,24.879998999999998,24.879998999999998,23.75,24.01,24.01,1048400,1.129998999999998,4.706368179925023
149,2011-01-31,24.049999,24.120001000000002,23.5,24.1,24.1,830300,0.620001000000002,2.5726182572614187
150,2011-02-01,24.309998999999998,24.73,23.540001,23.91,23.91,707800,1.1899990000000003,4.976992890004183
151,2011-02-02,24.16,24.18,23.67,23.940001000000002,23.940001000000002,569500,0.509999999999998,2.1303257255502954
152,2011-02-03,23.82,23.9,23.15,23.629998999999998,23.629998999999998,512000,0.75,3.173931577398713
153,2011-02-04,23.440001000000002,23.67,23.219998999999998,23.459999,23.459999,544000,0.45000100000000387,1.9181629121126726
154,2011-02-07,23.26,23.26,22.879998999999998,23.07,23.07,895100,0.3800010000000036,1.647165149544879
155,2011-02-08,23.780001000000002,25.25,23.0,24.49,24.49,3504900,2.25,9.187423438138016
156,2011-02-09,24.129998999999998,24.18,22.790001,23.209999,23.209999,2635600,1.3899989999999995,5.98879388146462
157,2011-02-10,23.26,23.639999,22.809998999999998,23.219998999999998,23.219998999999998,836100,0.8300000000000018,3.5745048912362223
158,2011-02-11,23.25,23.75,22.940001000000002,23.25,23.25,634500,0.8099989999999977,3.4838666666666565
159,2011-02-14,23.639999,24.139999,23.049999,23.08,23.08,1283100,1.0899999999999999,4.722703639514731
160,2011-02-15,23.01,23.17,22.559998999999998,22.84,22.84,953700,0.610001000000004,2.670757443082329
161,2011-02-16,23.1,24.969998999999998,23.07,24.73,24.73,4115100,1.8999989999999976,7.682972098665579
162,2011-02-17,24.629998999999998,25.49,23.549999,23.6,23.6,2618400,1.9400009999999988,8.220343220338977
163,2011-02-18,23.33,23.49,22.959999,23.18,23.18,2370700,0.5300009999999986,2.286458153580667
164,2011-02-22,22.879998999999998,23.0,21.780001000000002,21.870001000000002,21.870001000000002,2064600,1.2199989999999978,5.5784130965517456
165,2011-02-23,22.18,22.5,21.110001,21.83,21.83,1605600,1.3899989999999995,6.367379752633988
166,2011-02-24,21.780001000000002,22.58,21.5,22.530001000000002,22.530001000000002,1055300,1.0799999999999983,4.793608309205126
167,2011-02-25,22.809998999999998,23.85,22.690001000000002,23.610001,23.610001,1346300,1.1599989999999991,4.91316794099246
168,2011-02-28,23.74,24.1,23.5,23.889999,23.889999,1051200,0.6000000000000014,2.5115111976354685
169,2011-03-01,24.049999,24.32,23.700001,23.940001000000002,23.940001000000002,1106400,0.619999,2.5898035676773774
170,2011-03-02,23.82,24.280001000000002,23.73,24.02,24.02,663300,0.5500010000000017,2.289762697751881
171,2011-03-03,24.48,24.790001,24.059998999999998,24.360001,24.360001,640200,0.7300020000000025,2.9967240149128176
172,2011-03-04,24.48,24.99,23.780001000000002,24.950001,24.950001,1580100,1.2099989999999963,4.849695196404987
173,2011-03-07,24.93,25.4,24.700001,24.940001000000002,24.940001000000002,2033600,0.6999989999999983,2.8067320446378416
174,2011-03-08,24.6,24.959999,24.0,24.66,24.66,1399900,0.9599989999999998,3.892939983779399
175,2011-03-09,24.66,24.99,24.27,24.719998999999998,24.719998999999998,924800,0.7199999999999989,2.9126214770477903
176,2011-03-10,24.440001000000002,24.49,23.73,24.01,24.01,1017000,0.759999999999998,3.1653477717617577
177,2011-03-11,23.85,24.25,23.530001000000002,24.07,24.07,930800,0.7199989999999978,2.991271292064802
178,2011-03-14,23.82,24.0,23.200001,23.25,23.25,1166000,0.7999989999999997,3.4408559139784933
179,2011-03-15,22.200001,22.959999,21.799999,22.950001,22.950001,1318800,1.1600000000000001,5.05446601069865
180,2011-03-16,22.860001,23.25,22.690001000000002,22.82,22.82,1169700,0.5599989999999977,2.453983347940393
181,2011-03-17,23.24,23.43,22.639999,22.809998999999998,22.809998999999998,922600,0.7900010000000002,3.4633977844540906
182,2011-03-18,23.190001000000002,23.190001000000002,22.51,22.959999,22.959999,687900,0.6800010000000007,2.961676958261195
183,2011-03-21,23.049999,23.049999,22.540001,22.73,22.73,411700,0.5099979999999995,2.243721953365594
184,2011-03-22,22.73,22.860001,22.0,22.190001000000002,22.190001000000002,582900,0.8600010000000005,3.8756239803684567
185,2011-03-23,22.110001,22.27,21.77,22.209999,22.209999,422800,0.5,2.251238282361021
186,2011-03-24,22.139999,22.379998999999998,21.98,22.33,22.33,462200,0.39999899999999755,1.7913076578593712
187,2011-03-25,22.43,23.0,22.4,22.75,22.75,568000,0.6000000000000014,2.6373626373626435
188,2011-03-28,22.700001,23.540001,22.549999,23.25,23.25,1058100,0.9900020000000005,4.258073118279572
189,2011-03-29,23.299999,24.0,23.209999,23.92,23.92,755400,0.7900010000000002,3.3026797658862885
190,2011-03-30,24.110001,24.49,23.01,23.709999,23.709999,1223300,1.4799999999999969,6.24209220759561
191,2011-03-31,26.549999,28.709999,26.5,27.75,27.75,11517800,2.209999,7.96396036036036
192,2011-04-01,27.450001,28.18,26.57,26.66,26.66,2864800,1.6099999999999994,6.0390097524381074
193,2011-04-04,26.83,27.0,25.23,25.83,25.83,2609300,1.7699999999999996,6.852497096399535
194,2011-04-05,25.9,27.0,25.690001000000002,26.700001,26.700001,3180900,1.3099989999999977,4.906363112121223
195,2011-04-06,26.99,27.01,25.799999,26.49,26.49,1288300,1.2100010000000019,4.567765194412994
196,2011-04-07,26.85,27.940001000000002,26.450001,27.24,27.24,2810300,1.490000000000002,5.469897209985324
197,2011-04-08,27.58,27.6,26.360001,26.49,26.49,1946400,1.239999000000001,4.681007927519823
198,2011-04-11,26.469998999999998,26.530001000000002,25.02,25.27,25.27,1369400,1.5100010000000026,5.975468935496647
199,2011-04-12,25.08,25.209999,24.299999,24.65,24.65,1357400,0.9100000000000001,3.6916835699797166
200,2011-04-13,25.129998999999998,25.690001000000002,24.809998999999998,24.93,24.93,1211500,0.8800020000000046,3.529891696750921
201,2011-04-14,24.870001000000002,25.280001000000002,24.200001,25.139999,25.139999,983400,1.0800000000000018,4.295942891644514
202,2011-04-15,25.65,26.18,25.41,25.58,25.58,943500,0.7699999999999996,3.010164190774041
203,2011-04-18,25.129998999999998,25.620001000000002,24.360001,25.030001000000002,25.030001000000002,1033900,1.2600000000000016,5.033959047784302
204,2011-04-19,25.26,25.26,24.65,25.16,25.16,548700,0.610000000000003,2.42448330683626
205,2011-04-20,25.700001,26.09,25.299999,25.75,25.75,837200,0.7900010000000002,3.06796504854369
206,2011-04-21,25.85,26.98,25.59,26.74,26.74,1386100,1.3900000000000006,5.198204936424834
207,2011-04-25,26.700001,26.73,25.969998999999998,26.389999,26.389999,800900,0.7600010000000026,2.8798826403896514
208,2011-04-26,26.66,27.25,26.309998999999998,26.93,26.93,1400000,0.9400010000000023,3.490534719643529
209,2011-04-27,26.93,27.360001,26.629998999999998,27.08,27.08,996900,0.7300020000000025,2.695723781388488
210,2011-04-28,27.07,27.690001000000002,26.719998999999998,27.66,27.66,1600000,0.9700020000000045,3.5068763557483895
211,2011-04-29,27.690001000000002,27.870001000000002,27.42,27.6,27.6,726000,0.4500010000000003,1.6304384057971026
212,2011-05-02,27.6,27.799999,27.059998999999998,27.450001,27.450001,784600,0.740000000000002,2.6958104664549993
213,2011-05-03,27.379998999999998,27.389999,26.5,26.870001000000002,26.870001000000002,913900,0.8899989999999995,3.3122402935526476
214,2011-05-04,26.780001000000002,27.0,25.75,26.690001000000002,26.690001000000002,1044500,1.25,4.683401847755644
215,2011-05-05,27.200001,27.440001000000002,26.17,26.440001000000002,26.440001000000002,1218500,1.2700010000000006,4.803331890948115
216,2011-05-06,26.9,27.700001,26.620001000000002,27.120001000000002,27.120001000000002,981700,1.0799999999999983,3.982300738115748
217,2011-05-09,27.0,28.0,26.85,27.91,27.91,916400,1.1499999999999986,4.120386958079536
218,2011-05-10,28.24,28.950001,27.91,28.33,28.33,1535300,1.0400010000000002,3.671023649841158
219,2011-05-11,28.200001,28.299999,26.92,27.07,27.07,962500,1.379998999999998,5.097890653860355
220,2011-05-12,27.07,27.74,26.65,27.67,27.67,628000,1.0899999999999999,3.939284423563425
221,2011-05-13,28.0,28.190001000000002,27.299999,27.549999,27.549999,661500,0.8900020000000026,3.2304973949363944
222,2011-05-16,27.99,27.99,26.549999,26.6,26.6,755700,1.4400009999999988,5.413537593984957
223,2011-05-17,27.0,27.0,25.719998999999998,25.959999,25.959999,1234200,1.2800010000000022,4.930666599794561
224,2011-05-18,26.1,26.469998999999998,25.52,26.35,26.35,729500,0.9499989999999983,3.6053092979127066
225,2011-05-19,27.030001000000002,28.440001000000002,26.6,28.200001,28.200001,2655100,1.8400010000000009,6.5248260097579465
226,2011-05-20,28.26,28.280001000000002,27.35,27.969998999999998,27.969998999999998,842500,0.9300010000000007,3.3249947559883744
227,2011-05-23,27.620001000000002,27.620001000000002,26.620001000000002,26.82,26.82,863600,1.0,3.728560775540641
228,2011-05-24,27.02,27.5,26.6,26.719998999999998,26.719998999999998,613700,0.8999999999999986,3.3682635991116565
229,2011-05-25,26.9,29.01,26.17,28.98,28.98,4693100,2.84,9.799861973775016
230,2011-05-26,28.82,29.76,28.1,29.48,29.48,3336900,1.6600000000000001,5.630936227951154
231,2011-05-27,29.540001,29.67,28.82,29.549999,29.549999,1687100,0.8500000000000014,2.876480638797996
232,2011-05-31,29.690001000000002,30.280001000000002,29.549999,30.139999,30.139999,3290500,0.7300020000000025,2.4220372402799435
233,2011-06-01,30.0,30.1,28.379998999999998,28.52,28.52,1529900,1.7200010000000034,6.030859046283322
234,2011-06-02,28.52,29.32,28.51,28.76,28.76,986300,0.8099999999999987,2.8164116828929022
235,2011-06-03,29.950001,31.5,29.5,30.129998999999998,30.129998999999998,6209200,2.0,6.637902643143134
236,2011-06-06,30.1,30.129998999999998,28.26,28.700001,28.700001,2331100,1.8699989999999964,6.515675731161112
237,2011-06-07,28.940001000000002,29.389999,28.26,28.370001000000002,28.370001000000002,1222100,1.129998999999998,3.983077053821739
238,2011-06-08,28.440001000000002,28.6,27.02,27.120001000000002,27.120001000000002,1695900,1.5800000000000018,5.825958487243425
239,2011-06-09,27.43,28.1,27.1,27.620001000000002,27.620001000000002,1603200,1.0,3.6205646770251745
240,2011-06-10,27.52,28.299999,27.35,27.860001,27.860001,1566600,0.9499989999999983,3.40990296446866
241,2011-06-13,28.07,28.879998999999998,27.879998999999998,28.43,28.43,1713400,1.0,3.5174111853675694
242,2011-06-14,28.540001,29.700001,28.52,28.6,28.6,1573400,1.1800010000000007,4.125877622377624
243,2011-06-15,28.440001000000002,28.450001,27.07,27.32,27.32,1345000,1.380001,5.051248169838947
244,2011-06-16,27.67,28.0,25.74,26.5,26.5,1842200,2.2600000000000016,8.528301886792459
245,2011-06-17,26.870001000000002,27.700001,26.139999,26.5,26.5,1714000,1.5600020000000008,5.886800000000003
246,2011-06-20,26.290001,26.459999,25.5,26.01,26.01,1537800,0.9599989999999998,3.6908842752787376
247,2011-06-21,26.24,27.73,26.0,27.530001000000002,27.530001000000002,1496000,1.7300000000000004,6.284053531273029
248,2011-06-22,27.370001000000002,28.25,27.1,27.209999,27.209999,1475600,1.1499999999999986,4.226387512913905
249,2011-06-23,27.200001,27.719998999999998,26.209999,27.709999,27.709999,1170000,1.509999999999998,5.449296479584853
250,2011-06-24,27.639999,27.969998999999998,27.26,27.57,27.57,3608500,0.7099989999999963,2.5752593398621553
251,2011-06-27,27.73,28.280001000000002,27.309998999999998,27.459999,27.459999,1809400,0.9700020000000045,3.53241819127526
252,2011-06-28,27.790001,28.25,27.67,28.110001,28.110001,889200,0.5799999999999983,2.0633225875730075
253,2011-06-29,28.5,29.09,28.07,28.290001,28.290001,1461800,1.0199999999999996,3.6055141885643605
